Lot Frontage,Lot Area,Lot Shape,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Bsmtfin Sf 1,Bsmtfin Sf 2,Heating Qc,Central Air,Gr Liv Area,Bedroom Abvgr,Kitchen Abvgr,Kitchen Qual,Totrms Abvgrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Misc Val,Saleprice,Neighborhood Blueste,Neighborhood Brdale,Neighborhood Brkside,Neighborhood Clearcr,Neighborhood Collgcr,Neighborhood Crawfor,Neighborhood Edwards,Neighborhood Gilbert,Neighborhood Greens,Neighborhood Grnhill,Neighborhood Idotrr,Neighborhood Landmrk,Neighborhood Meadowv,Neighborhood Mitchel,Neighborhood Names,Neighborhood Npkvill,Neighborhood Nwames,Neighborhood Noridge,Neighborhood Nridght,Neighborhood Oldtown,Neighborhood Swisu,Neighborhood Sawyer,Neighborhood Sawyerw,Neighborhood Somerst,Neighborhood Stonebr,Neighborhood Timber,Neighborhood Veenker,Lot Config Culdsac,Lot Config Fr2,Lot Config Fr3,Lot Config Inside,Total Sf,Bathrooms,Porch Area,Condition 1 Pos,Condition 2 Pos,Condition 1 Neg,Condition 2 Neg,Has Fireplace,Garage And Cars,Quality Interaction,Fireplace And Qual,Sf Liv Area Interaction
63.98290598290598,2998,1,6,5,2000,2000,513.0,4,3,4.0,3.0,1.0,353.0,0.0,5,1,1524,2,1,4,4,7,0,0.0,2000.0,2.0,440.0,3.0,3.0,0,166000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2280.0,3.0,32,0,0,0,0,0,880.0,384.0,0.0,6096
65.0,7804,1,4,3,1928,1950,0.0,3,3,3.0,3.0,1.0,622.0,0.0,3,1,1981,4,1,4,7,5,2,3.0,1981.0,2.0,576.0,3.0,3.0,0,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3103.0,3.0,475,0,0,0,0,1,1152.0,144.0,6.0,13867
80.0,16692,2,7,5,1978,1978,184.0,3,3,4.0,3.0,1.0,790.0,469.0,3,1,2784,5,1,4,12,7,2,3.0,1978.0,2.0,564.0,3.0,3.0,2000,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4176.0,5.0,552,0,0,1,0,1,1128.0,336.0,6.0,33408
21.0,1476,1,4,7,1970,1970,0.0,3,3,3.0,3.0,1.0,176.0,0.0,5,1,1092,3,1,3,5,7,0,0.0,1980.0,0.0,0.0,0.0,0.0,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1638.0,2.0,226,0,0,0,0,0,0.0,108.0,0.0,5460
75.0,10170,1,6,6,1951,1951,522.0,3,3,3.0,3.0,1.0,0.0,0.0,3,1,1575,2,1,4,5,7,1,4.0,1951.0,2.0,400.0,3.0,3.0,0,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791.0,2.0,0,0,0,0,0,1,800.0,216.0,4.0,7875
80.0,9364,1,6,7,1969,1969,143.0,3,3,3.0,3.0,1.0,371.0,0.0,3,1,1352,4,1,3,7,7,0,0.0,1969.0,1.0,299.0,3.0,3.0,0,158000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015.0,2.0,415,0,0,0,0,0,299.0,162.0,0.0,9464
24.0,2544,1,7,5,2004,2005,0.0,4,3,4.0,3.0,1.0,368.0,42.0,5,1,1200,2,1,4,4,7,0,0.0,2004.0,2.0,480.0,3.0,3.0,0,149500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1800.0,4.0,172,0,0,0,0,0,960.0,448.0,0.0,4800
82.0,9888,1,5,6,1954,1975,0.0,3,4,3.0,3.0,1.0,486.0,0.0,3,1,936,2,1,3,5,7,0,0.0,1954.0,1.0,240.0,3.0,3.0,0,121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1872.0,1.0,160,0,0,0,0,0,240.0,135.0,0.0,4680
68.0,7942,1,6,7,1953,1953,0.0,3,3,3.0,3.0,1.0,85.0,955.0,3,1,1040,3,1,3,6,7,0,0.0,1953.0,1.0,293.0,3.0,3.0,0,136000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2080.0,2.0,0,0,0,0,0,0,293.0,162.0,0.0,6240
72.02564102564102,15038,3,6,5,1996,1996,0.0,3,3,4.0,3.0,1.0,138.0,0.0,4,1,1636,3,1,3,7,7,1,3.0,1996.0,2.0,386.0,3.0,3.0,0,173000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.0,3.0,252,0,0,0,0,1,772.0,216.0,3.0,11452
92.0,11764,2,8,7,1999,2007,348.0,4,3,4.0,3.0,1.0,524.0,0.0,5,1,2270,4,1,4,9,7,1,4.0,1999.0,3.0,671.0,3.0,3.0,0,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3422.0,3.0,189,0,0,0,0,1,2013.0,512.0,4.0,20430
75.0,9000,1,8,5,2007,2007,0.0,4,3,4.0,3.0,3.0,64.0,0.0,5,1,2610,4,1,5,11,7,1,4.0,2007.0,2.0,550.0,3.0,3.0,0,303477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3794.0,3.0,572,0,0,0,0,1,1100.0,640.0,4.0,28710
92.5,20062,2,7,7,1977,2001,0.0,4,4,4.0,3.0,4.0,1092.0,0.0,4,1,1483,1,1,3,4,7,2,3.0,1977.0,2.0,690.0,3.0,3.0,0,270000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2903.0,3.0,496,0,0,0,0,1,1380.0,336.0,6.0,5932
81.0,7308,1,5,5,1920,1950,0.0,2,2,3.0,3.0,1.0,360.0,0.0,4,0,1740,2,1,5,6,7,1,4.0,1920.0,1.0,225.0,2.0,2.0,0,122250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2676.0,1.0,236,0,0,1,0,1,225.0,150.0,4.0,10440
